0,1,2
4,Introduction to intemet -Meaning -History -Terminologies,"By the end of the lesson, pupils should be able to: i. Explain the term internet ii. Discuss the history of intemet iii. Articulate the various internet terminologies"
5,"Networking -Definition -Types, importance and use","By the end of the lesson, pupils should be able to: i. explain networking ii. outline the importance of networking, the types and its uses"
6,Internet Browser -Definition -List of browser and its uses –,"By the end of the lesson, pupils should be able to: i. explain the meaning of internet broser ii. outline different types of internet browser and their uses"
7,MID TERM BREAK,MID TERM BREAK
8,Types of Visual Based Programming Language,"By the end of the lesson, pupils should be able to: i. identify various types of visual based programming Languages(Block Code) such as Scratch, Mine, craft, Alice, MIT app Inventor etc"
9,Types of Text Based Programming Languages and their uses.,"By the end of the lesson, pupils should be able to: i.identify various types of Text Based Programming Languages such as HTML. CSS. C++. Python. Java, PHP etc"
10,Introduction to Web and App Development,"By the end of the lesson, Pupils should be able to: i. understand and explain the difference between web and app development"
11,REVISION,
12,REVISION,
13,EXAMINATION,
