0,1,2
Asa,Ojuse Ebi ni ile Yorubå,Ni òpin idanilekoo akékò yòo Ie; i. Sälåyé ojuse åbüro si égbon ii. So iwulo tabi pataki egbon si aburo tabi aburo si egbon iii. So ni soki bi okun ibi to so won papo se gbode le to
Lit,Orin kiko Iori iwa,Ni òpin idanilekoo akékò yòo Ie; i. Ko orin to koni ni iwå. B.A:- kini n o fi ole se laye timo wa ii. gbe orin naa jade gege bi eko
9Ede,Akosoro B.A:- Yi ese re pade si apakan ja itanna itanna to n tan,Ni òpin idanilekoo akékò yòo Ie; i. Ko akosoro lori awon koko oro won yi B.A:- Yi ese re pada si apakan ii. Pe awon iro inu re ketekete iii. Fa awon koko oro inu re jade
Asa,Oge sise,"Ni òpin idanilekoo akékò yòo Ie; i. Salåyé ni soki ohun ti oge sise ge ni ile Yoruba ii. Daruko orisirisi ona ti a le gbå se 0ge ni ile Yorübå, iii. salaye pätaki Oge sise ni ilé Yoruba"
Literaso,Orin Kiko BA:- Ori ewe ma paya awa lékun,Ni òpin idanilekoo akékò yòo Ie; i. Ko orin pelu idunnu ii. Lo ohun didun lati ko orin naa iii. Fa koko inu orin na jade
10Ede,Didåruko Eyå ara,Ni òpin idanilekoo akékò yòo Ie; i. Dåruko awon éyå ara ni ököokan ii. Ya äwörån ti yoö fi eya ara kökan han
Asa,Oba Alådé ni ile Yoruba,Ni òpin idanilekoo akékò yòo Ie; i. Dåruko Oba Alådé kookan ni ilé Yorubå ii. So. äwon ilu ti won dåde si iii. Ko äwon oruko koökan ti wan då jåde.
Lit,AröSo Lori Eye,"Ni òpin idanilekoo akékò yòo Ie; i. Dåruko oniruuru eye ti won mo ii. So oro nipa eye, ti won daruko B.A:- Eye Aså- éyi nåa rikårika iii.Ya äworån dié nipa won."
11,"Agbeyewö ise Såa Keta Lori Edé, Asa ati Literaso",Ni òpin idanilekoo akékò yòo Ie; Dáhun lbéérë abe ëké lóri édë asa ati Lítírésô
12,Idånrawö Fun Såäketa,Idånrawö Fun Såä keji
